epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.001,0,,,,,,,
0,,9,,822.8591918945312,,,,,
0,,19,,425.22857666015625,,,,,
0,,29,,396.54498291015625,,,,,
0,,30,,,771.1253051757812,0.12228386104106903,838.0339965820312,0.1163557693362236,771.1253051757812
0,,30,636.9649658203125,,,,,,
,0.001,31,,,,,,,
1,,39,,337.0888977050781,,,,,
1,,49,,338.1231994628906,,,,,
1,,59,,270.4603271484375,,,,,
1,,61,,,684.0608520507812,0.10746214538812637,755.625732421875,0.1028200313448906,684.0608520507812
1,,61,301.9106750488281,,,,,,
,0.001,62,,,,,,,
2,,69,,288.7499084472656,,,,,
2,,79,,273.515625,,,,,
2,,89,,229.70791625976562,,,,,
2,,92,,,628.1532592773438,0.09561438858509064,698.134521484375,0.09264090657234192,628.1532592773438
2,,92,245.15951538085938,,,,,,
,0.001,93,,,,,,,
3,,99,,226.95443725585938,,,,,
3,,109,,221.56222534179688,,,,,
3,,119,,193.99075317382812,,,,,
3,,123,,,591.7570190429688,0.0880039781332016,656.9374389648438,0.08605118095874786,591.7570190429688
3,,123,204.7108917236328,,,,,,
,0.001,124,,,,,,,
4,,129,,169.97531127929688,,,,,
4,,139,,178.7054443359375,,,,,
4,,149,,161.0526580810547,,,,,
4,,154,,,556.1168823242188,0.08014760911464691,614.7327270507812,0.07909437268972397,556.1168823242188
4,,154,175.2063446044922,,,,,,
,0.001,155,,,,,,,
5,,159,,164.31610107421875,,,,,
5,,169,,148.52951049804688,,,,,
5,,179,,148.33877563476562,,,,,
5,,185,,,556.7675170898438,0.07991090416908264,614.182861328125,0.07891968637704849,556.7675170898438
5,,185,155.33905029296875,,,,,,
,0.001,186,,,,,,,
6,,189,,159.47842407226562,,,,,
6,,199,,136.9970245361328,,,,,
6,,209,,145.9362030029297,,,,,
6,,216,,,554.038818359375,0.0794331431388855,609.6934204101562,0.07845573127269745,554.038818359375
6,,216,145.2296600341797,,,,,,
,0.001,217,,,,,,,
7,,219,,155.53404235839844,,,,,
7,,229,,135.5742950439453,,,,,
7,,239,,138.27810668945312,,,,,
7,,247,,,541.462158203125,0.07919423282146454,600.7879028320312,0.07781973481178284,541.462158203125
7,,247,143.22120666503906,,,,,,
,0.001,248,,,,,,,
8,,249,,135.0536346435547,,,,,
8,,259,,140.31033325195312,,,,,
8,,269,,134.93707275390625,,,,,
8,,278,,,560.01318359375,0.08000252395868301,616.4296264648438,0.07905168831348419,560.01318359375
8,,278,139.62257385253906,,,,,,
,0.001,279,,,,,,,
9,,279,,147.9300994873047,,,,,
9,,289,,131.5854949951172,,,,,
9,,299,,130.57363891601562,,,,,
9,,309,,128.5013427734375,,,,,
9,,309,,,559.155029296875,0.07966212183237076,614.4835205078125,0.07872144877910614,559.155029296875
9,,309,130.98245239257812,,,,,,
,0.001,310,,,,,,,
10,,319,,137.37246704101562,,,,,
10,,329,,135.9840850830078,,,,,
10,,339,,119.7982177734375,,,,,
10,,340,,,555.0432739257812,0.0781756266951561,611.8097534179688,0.07745535671710968,555.0432739257812
10,,340,129.32911682128906,,,,,,
,0.001,341,,,,,,,
11,,349,,127.64456939697266,,,,,
11,,359,,121.83189392089844,,,,,
11,,369,,103.4569091796875,,,,,
11,,371,,,566.5547485351562,0.08028875291347504,622.2819213867188,0.07938137650489807,566.5547485351562
11,,371,125.58988189697266,,,,,,
,0.001,372,,,,,,,
12,,379,,120.194580078125,,,,,
12,,389,,113.45767974853516,,,,,
12,,399,,132.5762481689453,,,,,
12,,402,,,545.2125244140625,0.07628777623176575,601.7672729492188,0.07571934908628464,545.2125244140625
12,,402,126.01163482666016,,,,,,
