epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0003,0,,,,,,,
0,,9,,469.1531677246094,,,,,
0,,19,,432.51544189453125,,,,,
0,,25,,,769.915283203125,0.10649999231100082,811.8388671875,0.11436203867197037,769.915283203125
0,,25,529.1025390625,,,,,,
,0.0003,26,,,,,,,
1,,29,,342.540283203125,,,,,
1,,39,,319.251220703125,,,,,
1,,49,,278.66363525390625,,,,,
1,,51,,,481.0959167480469,0.06678339093923569,530.2633056640625,0.06999759376049042,481.0959167480469
1,,51,308.2511901855469,,,,,,
,0.0003,52,,,,,,,
2,,59,,230.3705596923828,,,,,
2,,69,,236.0520782470703,,,,,
2,,77,,,332.0566101074219,0.046249695122241974,383.0025634765625,0.047463059425354004,332.0566101074219
2,,77,246.25820922851562,,,,,,
,0.0003,78,,,,,,,
3,,79,,234.8084716796875,,,,,
3,,89,,188.17031860351562,,,,,
3,,99,,197.23570251464844,,,,,
3,,103,,,417.4304504394531,0.058048881590366364,465.57586669921875,0.06059553101658821,417.4304504394531
3,,103,211.43948364257812,,,,,,
,0.0003,104,,,,,,,
4,,109,,161.73147583007812,,,,,
4,,119,,163.73928833007812,,,,,
4,,129,,197.5278778076172,,,,,
4,,129,,,380.5721130371094,0.052510473877191544,429.2997131347656,0.0545518584549427,380.5721130371094
4,,129,181.49058532714844,,,,,,
,0.0003,130,,,,,,,
5,,139,,170.88546752929688,,,,,
5,,149,,162.29400634765625,,,,,
5,,155,,,355.8039245605469,0.04927654564380646,404.29498291015625,0.05101575329899788,355.8039245605469
5,,155,160.9390411376953,,,,,,
,0.0003,156,,,,,,,
6,,159,,159.5091552734375,,,,,
6,,169,,160.06703186035156,,,,,
6,,179,,124.89366149902344,,,,,
6,,181,,,337.6000671386719,0.04665631055831909,384.34625244140625,0.04812026396393776,337.6000671386719
6,,181,150.65798950195312,,,,,,
,0.0003,182,,,,,,,
7,,189,,146.06231689453125,,,,,
7,,199,,167.9320068359375,,,,,
7,,207,,,315.4903564453125,0.04366391897201538,361.81732177734375,0.044865623116493225,315.4903564453125
7,,207,148.95523071289062,,,,,,
,0.0003,208,,,,,,,
8,,209,,123.8292007446289,,,,,
8,,219,,144.45928955078125,,,,,
8,,229,,201.82022094726562,,,,,
8,,233,,,323.6932067871094,0.04527818784117699,376.57012939453125,0.045993197709321976,323.6932067871094
8,,233,144.70797729492188,,,,,,
,0.0003,234,,,,,,,
9,,239,,135.8016815185547,,,,,
9,,249,,130.3495635986328,,,,,
9,,259,,122.9230728149414,,,,,
9,,259,,,374.4146423339844,0.052271001040935516,418.6943664550781,0.054395031183958054,374.4146423339844
9,,259,143.95562744140625,,,,,,
,0.0003,260,,,,,,,
10,,269,,128.7029571533203,,,,,
10,,279,,125.33365631103516,,,,,
10,,285,,,340.1150207519531,0.04673435539007187,382.72418212890625,0.048417817801237106,340.1150207519531
10,,285,134.84063720703125,,,,,,
,0.0003,286,,,,,,,
11,,289,,129.43869018554688,,,,,
11,,299,,147.8691864013672,,,,,
11,,309,,127.43040466308594,,,,,
11,,311,,,323.7840270996094,0.04445001855492592,368.99884033203125,0.04585257172584534,323.7840270996094
11,,311,128.69056701660156,,,,,,
,0.0003,312,,,,,,,
12,,319,,141.38174438476562,,,,,
12,,329,,117.47956848144531,,,,,
12,,337,,,347.3191833496094,0.047936663031578064,389.8604431152344,0.04970797523856163,347.3191833496094
12,,337,128.8098602294922,,,,,,
