epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0005,0,,,,,,,
0,,9,,459.773681640625,,,,,
0,,19,,268.74761962890625,,,,,
0,,21,,,1413.44384765625,0.22367526590824127,1429.809814453125,0.2536715269088745,1073.469970703125
0,,21,422.3882141113281,,,,,,
,0.0005,22,,,,,,,
1,,29,,219.684814453125,,,,,
1,,39,,195.68919372558594,,,,,
1,,43,,,929.6128540039062,0.14770735800266266,956.2348022460938,0.16115827858448029,745.609130859375
1,,43,210.2082977294922,,,,,,
,0.0005,44,,,,,,,
2,,49,,174.4295654296875,,,,,
2,,59,,130.5371856689453,,,,,
2,,65,,,627.375244140625,0.10101944953203201,666.2219848632812,0.10780669003725052,539.7295532226562
2,,65,145.20652770996094,,,,,,
,0.0005,66,,,,,,,
3,,69,,109.3674545288086,,,,,
3,,79,,110.72808837890625,,,,,
3,,87,,,527.05517578125,0.08615206182003021,567.2062377929688,0.09126362204551697,464.6065368652344
3,,87,105.10436248779297,,,,,,
,0.0005,88,,,,,,,
4,,89,,88.49239349365234,,,,,
4,,99,,81.43959045410156,,,,,
4,,109,,79.00750732421875,,,,,
4,,109,,,478.4969482421875,0.07939404994249344,519.9876098632812,0.08386445045471191,403.3160095214844
4,,109,87.65963745117188,,,,,,
,0.0005,110,,,,,,,
5,,119,,71.84722137451172,,,,,
5,,129,,71.04075622558594,,,,,
5,,131,,,475.6717224121094,0.0789915919303894,517.0233764648438,0.08342292159795761,382.313232421875
5,,131,78.24136352539062,,,,,,
,0.0005,132,,,,,,,
6,,139,,72.31455993652344,,,,,
6,,149,,69.13694763183594,,,,,
6,,153,,,473.94818115234375,0.07878750562667847,514.8552856445312,0.08322717994451523,376.1654968261719
6,,153,71.96355438232422,,,,,,
,0.0005,154,,,,,,,
7,,159,,64.06556701660156,,,,,
7,,169,,61.3951416015625,,,,,
7,,175,,,459.40631103515625,0.07673746347427368,500.5808410644531,0.08098077028989792,358.85809326171875
7,,175,66.71035766601562,,,,,,
,0.0005,176,,,,,,,
8,,179,,61.7893180847168,,,,,
8,,189,,63.254974365234375,,,,,
8,,197,,,486.4250183105469,0.08091109246015549,526.9418334960938,0.08558729290962219,356.3715515136719
8,,197,64.15074920654297,,,,,,
,0.0005,198,,,,,,,
9,,199,,58.64977264404297,,,,,
9,,209,,64.43669891357422,,,,,
9,,219,,56.57471466064453,,,,,
9,,219,,,480.9925537109375,0.08011578768491745,521.9130859375,0.0846891924738884,349.3433532714844
9,,219,61.627197265625,,,,,,
,0.0005,220,,,,,,,
10,,229,,75.14423370361328,,,,,
10,,239,,62.13276290893555,,,,,
10,,241,,,468.6782531738281,0.0785633772611618,509.5249938964844,0.08302689343690872,360.8844299316406
10,,241,60.9590950012207,,,,,,
,0.0005,242,,,,,,,
11,,249,,52.962425231933594,,,,,
11,,259,,57.2842903137207,,,,,
11,,263,,,479.76922607421875,0.07993204146623611,520.3964233398438,0.08450981974601746,353.05328369140625
11,,263,59.10224533081055,,,,,,
,0.0005,264,,,,,,,
12,,269,,63.95214080810547,,,,,
12,,279,,57.516090393066406,,,,,
12,,285,,,454.02484130859375,0.07610270380973816,495.5162048339844,0.08029298484325409,340.1848449707031
12,,285,57.226924896240234,,,,,,
,0.0005,286,,,,,,,
13,,289,,60.18275833129883,,,,,
13,,299,,55.5627326965332,,,,,
13,,307,,,453.74053955078125,0.07638352364301682,495.1890563964844,0.08065596222877502,342.1492919921875
13,,307,56.836116790771484,,,,,,
,0.0005,308,,,,,,,
14,,309,,56.71636962890625,,,,,
14,,319,,55.533660888671875,,,,,
14,,329,,54.936668395996094,,,,,
14,,329,,,458.52069091796875,0.07714752852916718,499.3962097167969,0.08148174732923508,349.161865234375
14,,329,54.62350082397461,,,,,,
,0.0005,330,,,,,,,
15,,339,,55.79765701293945,,,,,
15,,349,,50.51563262939453,,,,,
15,,351,,,469.9530944824219,0.07877233624458313,511.0137939453125,0.0832592323422432,348.09051513671875
15,,351,54.31888198852539,,,,,,
,0.0005,352,,,,,,,
16,,359,,56.263816833496094,,,,,
16,,369,,56.2707633972168,,,,,
16,,373,,,471.7093200683594,0.07931310683488846,511.32427978515625,0.08389976620674133,357.63507080078125
16,,373,54.360782623291016,,,,,,
,0.0005,374,,,,,,,
17,,379,,50.510414123535156,,,,,
17,,389,,49.531341552734375,,,,,
17,,395,,,448.16839599609375,0.07585857808589935,488.7654113769531,0.08011507242918015,350.672119140625
17,,395,53.6780891418457,,,,,,
