epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0005,0,,,,,,,
0,,9,,492.26226806640625,,,,,
0,,19,,430.4353942871094,,,,,
0,,21,,,1789.28369140625,0.28148868680000305,1809.3253173828125,0.32981762290000916,1261.01318359375
0,,21,564.9055786132812,,,,,,
,0.0005,22,,,,,,,
1,,29,,350.5772705078125,,,,,
1,,39,,256.1131896972656,,,,,
1,,43,,,1307.576904296875,0.2067369967699051,1330.5609130859375,0.23252588510513306,974.2111206054688
1,,43,310.3010559082031,,,,,,
,0.0005,44,,,,,,,
2,,49,,230.70065307617188,,,,,
2,,59,,164.96629333496094,,,,,
2,,65,,,1131.0330810546875,0.17921219766139984,1154.4443359375,0.19864770770072937,762.4031372070312
2,,65,198.72308349609375,,,,,,
,0.0005,66,,,,,,,
3,,69,,175.58920288085938,,,,,
3,,79,,115.3833999633789,,,,,
3,,87,,,804.5270385742188,0.12875744700431824,834.1048583984375,0.13922634720802307,662.5759887695312
3,,87,137.63697814941406,,,,,,
,0.0005,88,,,,,,,
4,,89,,106.3442153930664,,,,,
4,,99,,101.0828857421875,,,,,
4,,109,,83.08426666259766,,,,,
4,,109,,,639.6351318359375,0.10357827693223953,676.493896484375,0.11075954139232635,578.2437133789062
4,,109,103.43256378173828,,,,,,
,0.0005,110,,,,,,,
5,,119,,90.00444030761719,,,,,
5,,129,,72.67710876464844,,,,,
5,,131,,,618.3770751953125,0.10050415992736816,656.43505859375,0.10733378678560257,535.4559326171875
5,,131,88.07003784179688,,,,,,
,0.0005,132,,,,,,,
6,,139,,90.2097396850586,,,,,
6,,149,,78.90391540527344,,,,,
6,,153,,,595.9835205078125,0.09720202535390854,634.8441772460938,0.10364304482936859,511.6251220703125
6,,153,80.33177947998047,,,,,,
,0.0005,154,,,,,,,
7,,159,,74.5810317993164,,,,,
7,,169,,65.07942962646484,,,,,
7,,175,,,576.2527465820312,0.09429097175598145,615.331787109375,0.10039682686328888,491.9093933105469
7,,175,74.37738800048828,,,,,,
,0.0005,176,,,,,,,
8,,179,,68.3711929321289,,,,,
8,,189,,67.07548522949219,,,,,
8,,197,,,585.0226440429688,0.09566519409418106,623.7124633789062,0.1019400879740715,485.9330749511719
8,,197,70.51227569580078,,,,,,
,0.0005,198,,,,,,,
9,,199,,60.32926559448242,,,,,
9,,209,,64.06867980957031,,,,,
9,,219,,55.839988708496094,,,,,
9,,219,,,605.2374877929688,0.09892073273658752,643.5137329101562,0.10560090094804764,486.7063903808594
9,,219,67.22272491455078,,,,,,
,0.0005,220,,,,,,,
10,,229,,70.08430480957031,,,,,
10,,239,,68.79096984863281,,,,,
10,,241,,,587.8384399414062,0.09650001674890518,626.2872314453125,0.10292890667915344,487.54400634765625
10,,241,64.1816635131836,,,,,,
,0.0005,242,,,,,,,
11,,249,,65.3049087524414,,,,,
11,,259,,65.8605728149414,,,,,
11,,263,,,594.3824462890625,0.09806207567453384,632.65234375,0.1047670841217041,487.2026062011719
11,,263,63.605712890625,,,,,,
,0.0005,264,,,,,,,
12,,269,,52.85963821411133,,,,,
12,,279,,70.26799774169922,,,,,
12,,285,,,602.3793334960938,0.09901665896177292,640.3290405273438,0.10578715056180954,481.1587829589844
12,,285,61.439598083496094,,,,,,
,0.0005,286,,,,,,,
13,,289,,72.06596374511719,,,,,
13,,299,,58.8243293762207,,,,,
13,,307,,,599.8358154296875,0.09917087852954865,637.2355346679688,0.10604225844144821,482.6280212402344
13,,307,62.940208435058594,,,,,,
,0.0005,308,,,,,,,
14,,309,,65.34815216064453,,,,,
14,,319,,64.91581726074219,,,,,
14,,329,,60.57292938232422,,,,,
14,,329,,,620.95458984375,0.10453344881534576,657.34814453125,0.11248190701007843,521.4970703125
14,,329,59.297325134277344,,,,,,
,0.0005,330,,,,,,,
15,,339,,60.93110275268555,,,,,
15,,349,,52.73297882080078,,,,,
15,,351,,,613.9593505859375,0.10206864774227142,650.4238891601562,0.10937988013029099,485.8935852050781
15,,351,58.73721694946289,,,,,,
,0.0005,352,,,,,,,
16,,359,,53.96710968017578,,,,,
16,,369,,56.339210510253906,,,,,
16,,373,,,592.4642333984375,0.098599873483181,629.5494384765625,0.10549888759851456,500.4669494628906
16,,373,56.546207427978516,,,,,,
,0.0005,374,,,,,,,
17,,379,,65.20225524902344,,,,,
17,,389,,57.3452033996582,,,,,
17,,395,,,618.9209594726562,0.10310826450586319,654.720703125,0.11062721908092499,515.8230590820312
17,,395,57.38669204711914,,,,,,
