date,ticker,sentiment_final_mean,news_count_3d,sentiment_mean_3d,sentiment_ema_7d,sentiment_trend_7d,sentiment_delta_1d,sentiment_dir_signal
2017-03-03,ASII.JK,0.0,0.0,0.0,0.01841131877833546,0.04761904761904762,0.0,0
2017-03-06,ASII.JK,0.0,0.0,0.0,0.013808489083751596,0.04761904761904762,0.0,0
2017-03-07,ASII.JK,0.0,0.0,0.0,0.010356366812813697,0.04761904761904762,0.0,0
2017-03-08,ASII.JK,0.0,0.0,0.0,0.007767275109610273,-0.09523809523809523,0.0,0
2017-03-09,ASII.JK,0.0,0.0,0.0,0.005825456332207705,0.0,0.0,0
2017-03-10,ASII.JK,0.0,0.0,0.0,0.004369092249155778,0.0,0.0,0
2017-03-13,ASII.JK,0.0,0.0,0.0,0.003276819186866834,0.0,0.0,0
2017-03-14,ASII.JK,0.0,0.0,0.0,0.002457614390150125,0.0,0.0,0
2017-03-15,ASII.JK,0.0,0.0,0.0,0.001843210792612594,0.0,0.0,0
2017-03-16,ASII.JK,0.0,0.0,0.0,0.0013824080944594454,0.0,0.0,0
2017-03-17,ASII.JK,0.0,0.0,0.0,0.001036806070844584,0.0,0.0,0
2017-03-20,ASII.JK,0.0,0.0,0.0,0.000777604553133438,0.0,0.0,0
2017-03-21,ASII.JK,0.0,0.0,0.0,0.0005832034148500786,0.0,0.0,0
2017-03-22,ASII.JK,0.0,0.0,0.0,0.00043740256113755893,0.0,0.0,0
2017-03-23,ASII.JK,0.0,0.0,0.0,0.0003280519208531692,0.0,0.0,0
2017-03-24,ASII.JK,0.0,0.0,0.0,0.00024603894063987693,0.0,0.0,0
2017-03-27,ASII.JK,0.0,0.0,0.0,0.0001845292054799077,0.0,0.0,0
2017-03-28,ASII.JK,0.0,0.0,0.0,0.00013839690410993077,0.0,0.0,0
2017-03-29,ASII.JK,0.0,1.0,0.0,0.00010379767808244808,0.0,0.0,0
2017-03-30,ASII.JK,0.0,1.0,0.0,7.784825856183606e-05,0.0,0.0,0
2017-03-31,ASII.JK,0.0,1.0,0.0,5.838619392137705e-05,0.0,0.0,0
2017-04-03,ASII.JK,0.0,0.0,0.0,4.3789645441032784e-05,0.0,0.0,0
2017-04-04,ASII.JK,0.0,0.0,0.0,3.284223408077459e-05,0.0,0.0,0
2017-04-05,ASII.JK,0.0,1.0,0.0,2.463167556058094e-05,0.0,0.0,0
2017-04-06,ASII.JK,0.0,1.0,0.0,1.8473756670435704e-05,0.0,0.0,0
2017-04-07,ASII.JK,0.0,1.0,0.0,1.3855317502826778e-05,0.0,0.0,0
2017-04-10,ASII.JK,0.0,0.0,0.0,1.0391488127120083e-05,0.0,0.0,0
2017-04-11,ASII.JK,0.0,0.0,0.0,7.793616095340063e-06,0.0,0.0,0
2017-04-12,ASII.JK,0.0,1.0,0.0,5.8452120715050474e-06,0.0,0.0,0
2017-04-13,ASII.JK,0.0,1.0,0.0,4.383909053628786e-06,0.0,0.0,0
2017-04-14,ASII.JK,-1.0,2.0,-0.3333333333333333,-0.24999671206820978,-1.0,-1.0,-1
2017-04-17,ASII.JK,1.0,2.0,0.0,0.06250246594884268,1.1428571428571428,2.0,1
2017-04-18,ASII.JK,0.0,2.0,0.0,0.04687684946163201,0.0,-1.0,0
2017-04-19,ASII.JK,0.0,1.0,0.3333333333333333,0.035157637096224006,0.0,0.0,0
2017-04-20,ASII.JK,0.0,6.0,0.0,0.026368227822168005,0.0,0.0,0
2017-04-21,ASII.JK,0.0,8.0,0.0,0.019776170866626003,0.0,0.0,0
2017-04-24,ASII.JK,0.0,9.0,0.0,0.014832128149969502,0.0,0.0,0
2017-04-25,ASII.JK,0.0,3.0,0.0,0.011124096112477127,0.0,0.0,0
2017-04-26,ASII.JK,0.0,1.0,0.0,0.008343072084357845,-0.14285714285714285,0.0,0
2017-04-27,ASII.JK,0.0,0.0,0.0,0.006257304063268384,0.0,0.0,0
2017-04-28,ASII.JK,0.0,0.0,0.0,0.004692978047451288,0.0,0.0,0
2017-05-01,ASII.JK,0.0,0.0,0.0,0.003519733535588466,0.0,0.0,0
2017-05-02,ASII.JK,0.0,0.0,0.0,0.0026398001516913495,0.0,0.0,0
2017-05-03,ASII.JK,0.0,0.0,0.0,0.001979850113768512,0.0,0.0,0
2017-05-04,ASII.JK,0.0,0.0,0.0,0.001484887585326384,0.0,0.0,0
2017-05-05,ASII.JK,0.0,0.0,0.0,0.001113665688994788,0.0,0.0,0
2017-05-08,ASII.JK,0.0,0.0,0.0,0.0008352492667460911,0.0,0.0,0
2017-05-09,ASII.JK,0.0,0.0,0.0,0.0006264369500595683,0.0,0.0,0
2017-05-10,ASII.JK,0.0,0.0,0.0,0.00046982771254467623,0.0,0.0,0
2017-05-11,ASII.JK,0.0,0.0,0.0,0.0003523707844085072,0.0,0.0,0
2017-05-12,ASII.JK,0.0,0.0,0.0,0.0002642780883063804,0.0,0.0,0
2017-05-15,ASII.JK,0.0,0.0,0.0,0.0001982085662297853,0.0,0.0,0
2017-05-16,ASII.JK,0.0,0.0,0.0,0.00014865642467233896,0.0,0.0,0
2017-05-17,ASII.JK,0.0,0.0,0.0,0.00011149231850425422,0.0,0.0,0
2017-05-18,ASII.JK,0.0,0.0,0.0,8.361923887819067e-05,0.0,0.0,0
2017-05-19,ASII.JK,0.0,0.0,0.0,6.2714429158643e-05,0.0,0.0,0
2017-05-22,ASII.JK,0.0,0.0,0.0,4.703582186898225e-05,0.0,0.0,0
2017-05-23,ASII.JK,0.0,0.0,0.0,3.527686640173669e-05,0.0,0.0,0
2017-05-24,ASII.JK,0.0,0.0,0.0,2.6457649801302516e-05,0.0,0.0,0
2017-05-25,ASII.JK,0.0,0.0,0.0,1.9843237350976885e-05,0.0,0.0,0
2017-05-26,ASII.JK,0.0,0.0,0.0,1.4882428013232664e-05,0.0,0.0,0
2017-05-29,ASII.JK,0.0,0.0,0.0,1.1161821009924498e-05,0.0,0.0,0
2017-05-30,ASII.JK,0.0,0.0,0.0,8.371365757443374e-06,0.0,0.0,0
2017-05-31,ASII.JK,0.0,0.0,0.0,6.27852431808253e-06,0.0,0.0,0
2017-06-01,ASII.JK,0.0,0.0,0.0,4.708893238561897e-06,0.0,0.0,0
2017-06-02,ASII.JK,0.0,0.0,0.0,3.531669928921423e-06,0.0,0.0,0
2017-06-05,ASII.JK,0.0,0.0,0.0,2.648752446691067e-06,0.0,0.0,0
2017-06-06,ASII.JK,0.0,0.0,0.0,1.9865643350183002e-06,0.0,0.0,0
2017-06-07,ASII.JK,0.0,2.0,0.0,1.489923251263725e-06,0.0,0.0,0
2017-06-08,ASII.JK,0.0,2.0,0.0,1.1174424384477938e-06,0.0,0.0,0
2017-06-09,ASII.JK,0.0,2.0,0.0,8.380818288358453e-07,0.0,0.0,0
2017-06-12,ASII.JK,0.0,0.0,0.0,6.28561371626884e-07,0.0,0.0,0
2017-06-13,ASII.JK,0.0,0.0,0.0,4.7142102872016297e-07,0.0,0.0,0
2017-06-14,ASII.JK,0.0,0.0,0.0,3.535657715401222e-07,0.0,0.0,0
2017-06-15,ASII.JK,0.0,0.0,0.0,2.6517432865509164e-07,0.0,0.0,0
2017-06-16,ASII.JK,0.0,0.0,0.0,1.9888074649131873e-07,0.0,0.0,0
2017-06-19,ASII.JK,1.0,1.0,0.3333333333333333,0.25000014916055985,1.0,1.0,1
2017-06-20,ASII.JK,-1.0,2.0,0.0,-0.06249988812958013,-1.1428571428571428,-2.0,-1
2017-06-21,ASII.JK,0.0,2.0,0.0,-0.046874916097185096,0.0,1.0,0
2017-06-22,ASII.JK,-1.0,2.0,-0.6666666666666666,-0.2851561870728888,-1.0,-1.0,-1
2017-06-23,ASII.JK,0.0,1.0,-0.3333333333333333,-0.2138671403046666,0.14285714285714285,1.0,0
2017-06-26,ASII.JK,0.0,1.0,-0.3333333333333333,-0.16040035522849996,0.14285714285714285,0.0,0
2017-06-27,ASII.JK,0.0,0.0,0.0,-0.12030026642137498,0.14285714285714285,0.0,0
2017-06-28,ASII.JK,0.0,0.0,0.0,-0.09022519981603123,0.14285714285714285,0.0,0
2017-06-29,ASII.JK,0.0,0.0,0.0,-0.06766889986202343,0.2857142857142857,0.0,0
2017-06-30,ASII.JK,0.0,0.0,0.0,-0.05075167489651757,0.14285714285714285,0.0,0
2017-07-03,ASII.JK,0.0,0.0,0.0,-0.03806375617238818,0.14285714285714285,0.0,0
2017-07-04,ASII.JK,0.0,0.0,0.0,-0.028547817129291133,0.0,0.0,0
2017-07-05,ASII.JK,0.0,0.0,0.0,-0.02141086284696835,0.0,0.0,0
2017-07-06,ASII.JK,0.0,0.0,0.0,-0.016058147135226263,0.0,0.0,0
2017-07-07,ASII.JK,0.0,0.0,0.0,-0.012043610351419697,0.0,0.0,0
2017-07-10,ASII.JK,0.0,0.0,0.0,-0.009032707763564773,0.0,0.0,0
2017-07-11,ASII.JK,0.0,0.0,0.0,-0.006774530822673579,0.0,0.0,0
2017-07-12,ASII.JK,0.0,0.0,0.0,-0.0050808981170051845,0.0,0.0,0
2017-07-13,ASII.JK,0.0,0.0,0.0,-0.0038106735877538886,0.0,0.0,0
2017-07-14,ASII.JK,0.0,0.0,0.0,-0.0028580051908154167,0.0,0.0,0
2017-07-17,ASII.JK,0.0,0.0,0.0,-0.0021435038931115627,0.0,0.0,0
2017-07-18,ASII.JK,0.0,0.0,0.0,-0.001607627919833672,0.0,0.0,0
2017-07-19,ASII.JK,-1.0,1.0,-0.3333333333333333,-0.25120572093987525,-1.0,-1.0,-1
2017-07-20,ASII.JK,0.0,1.0,-0.3333333333333333,-0.18840429070490644,0.14285714285714285,1.0,0
2017-07-21,ASII.JK,0.0,1.0,-0.3333333333333333,-0.14130321802867984,0.14285714285714285,0.0,0
2017-07-24,ASII.JK,0.0,0.0,0.0,-0.10597741352150988,0.14285714285714285,0.0,0
2017-07-25,ASII.JK,0.0,0.0,0.0,-0.0794830601411324,0.14285714285714285,0.0,0
2017-07-26,ASII.JK,0.0,0.0,0.0,-0.059612295105849304,0.14285714285714285,0.0,0
2017-07-27,ASII.JK,1.0,1.0,0.3333333333333333,0.20529077867061302,1.1428571428571428,1.0,1
2017-07-28,ASII.JK,-0.3333333333333333,4.0,0.22222222222222224,0.07063475066962642,-0.3333333333333333,-1.3333333333333333,-1
2017-07-31,ASII.JK,0.0,5.0,0.22222222222222224,0.05297606300221981,-0.09523809523809525,0.3333333333333333,0
2017-08-01,ASII.JK,0.0,4.0,-0.1111111111111111,0.03973204725166486,-0.09523809523809525,0.0,0
2017-08-02,ASII.JK,0.0,1.0,0.0,0.029799035438748647,-0.09523809523809525,0.0,0
2017-08-03,ASII.JK,0.0,0.0,0.0,0.022349276579061484,-0.09523809523809525,0.0,0
2017-08-04,ASII.JK,0.0,0.0,0.0,0.016761957434296114,-0.09523809523809525,0.0,0
2017-08-07,ASII.JK,0.0,0.0,0.0,0.012571468075722085,-0.09523809523809525,0.0,0
2017-08-08,ASII.JK,0.0,0.0,0.0,0.009428601056791565,0.047619047619047616,0.0,0
2017-08-09,ASII.JK,0.0,0.0,0.0,0.007071450792593673,0.0,0.0,0
2017-08-10,ASII.JK,0.0,0.0,0.0,0.005303588094445255,0.0,0.0,0
2017-08-11,ASII.JK,0.0,0.0,0.0,0.003977691070833941,0.0,0.0,0
2017-08-14,ASII.JK,0.0,0.0,0.0,0.002983268303125456,0.0,0.0,0
2017-08-15,ASII.JK,0.0,0.0,0.0,0.002237451227344092,0.0,0.0,0
2017-08-16,ASII.JK,0.0,0.0,0.0,0.001678088420508069,0.0,0.0,0
2017-08-17,ASII.JK,0.0,0.0,0.0,0.0012585663153810518,0.0,0.0,0
2017-08-18,ASII.JK,0.0,0.0,0.0,0.0009439247365357888,0.0,0.0,0
2017-08-21,ASII.JK,0.0,0.0,0.0,0.0007079435524018417,0.0,0.0,0
2017-08-22,ASII.JK,-1.0,1.0,-0.3333333333333333,-0.2494690423356986,-1.0,-1.0,-1
2017-08-23,ASII.JK,0.0,1.0,-0.3333333333333333,-0.18710178175177394,0.14285714285714285,1.0,0
2017-08-24,ASII.JK,0.0,1.0,-0.3333333333333333,-0.14032633631383046,0.14285714285714285,0.0,0
2017-08-25,ASII.JK,0.0,0.0,0.0,-0.10524475223537284,0.14285714285714285,0.0,0
2017-08-28,ASII.JK,0.0,1.0,0.0,-0.07893356417652964,0.14285714285714285,0.0,0
2017-08-29,ASII.JK,0.0,1.0,0.0,-0.05920017313239723,0.14285714285714285,0.0,0
2017-08-30,ASII.JK,0.0,1.0,0.0,-0.04440012984929792,0.14285714285714285,0.0,0
2017-08-31,ASII.JK,0.0,1.0,0.0,-0.03330009738697344,0.14285714285714285,0.0,0
2017-09-01,ASII.JK,0.0,1.0,0.0,-0.02497507304023008,0.0,0.0,0
2017-09-04,ASII.JK,0.5,3.0,0.16666666666666666,0.10626869521982744,0.5,0.5,1
2017-09-05,ASII.JK,0.0,2.0,0.16666666666666666,0.07970152141487058,-0.07142857142857142,-0.5,0
2017-09-06,ASII.JK,0.0,2.0,0.16666666666666666,0.059776141061152935,-0.07142857142857142,0.0,0
2017-09-07,ASII.JK,0.0,0.0,0.0,0.044832105795864705,-0.07142857142857142,0.0,0
2017-09-08,ASII.JK,0.0,0.0,0.0,0.033624079346898525,-0.07142857142857142,0.0,0
2017-09-11,ASII.JK,0.0,0.0,0.0,0.025218059510173894,-0.07142857142857142,0.0,0
2017-09-12,ASII.JK,0.0,0.0,0.0,0.01891354463263042,-0.07142857142857142,0.0,0
2017-09-13,ASII.JK,0.0,0.0,0.0,0.014185158474472815,-0.07142857142857142,0.0,0
2017-09-14,ASII.JK,0.0,0.0,0.0,0.010638868855854612,0.0,0.0,0
2017-09-15,ASII.JK,0.0,0.0,0.0,0.007979151641890959,0.0,0.0,0
2017-09-18,ASII.JK,0.0,1.0,0.0,0.005984363731418219,0.0,0.0,0
2017-09-19,ASII.JK,0.0,1.0,0.0,0.004488272798563665,0.0,0.0,0
2017-09-20,ASII.JK,0.0,1.0,0.0,0.0033662045989227484,0.0,0.0,0
2017-09-21,ASII.JK,0.0,0.0,0.0,0.002524653449192061,0.0,0.0,0
2017-09-22,ASII.JK,0.0,1.0,0.0,0.0018934900868940458,0.0,0.0,0
2017-09-25,ASII.JK,0.0,2.0,0.0,0.0014201175651705343,0.0,0.0,0
2017-09-26,ASII.JK,0.0,2.0,0.0,0.0010650881738779009,0.0,0.0,0
2017-09-27,ASII.JK,0.0,1.0,0.0,0.0007988161304084256,0.0,0.0,0
2017-09-28,ASII.JK,0.0,0.0,0.0,0.0005991120978063192,0.0,0.0,0
2017-09-29,ASII.JK,0.0,0.0,0.0,0.0004493340733547394,0.0,0.0,0
2017-10-02,ASII.JK,0.0,0.0,0.0,0.00033700055501605455,0.0,0.0,0
2017-10-03,ASII.JK,0.0,0.0,0.0,0.00025275041626204094,0.0,0.0,0
2017-10-04,ASII.JK,0.0,0.0,0.0,0.0001895628121965307,0.0,0.0,0
2017-10-05,ASII.JK,0.0,0.0,0.0,0.00014217210914739802,0.0,0.0,0
2017-10-06,ASII.JK,0.0,0.0,0.0,0.00010662908186054852,0.0,0.0,0
2017-10-09,ASII.JK,0.0,0.0,0.0,7.997181139541139e-05,0.0,0.0,0
2017-10-10,ASII.JK,0.0,0.0,0.0,5.997885854655854e-05,0.0,0.0,0
2017-10-11,ASII.JK,0.0,0.0,0.0,4.498414390991891e-05,0.0,0.0,0
2017-10-12,ASII.JK,0.0,0.0,0.0,3.3738107932439185e-05,0.0,0.0,0
2017-10-13,ASII.JK,0.0,0.0,0.0,2.530358094932939e-05,0.0,0.0,0
2017-10-16,ASII.JK,0.0,0.0,0.0,1.8977685711997042e-05,0.0,0.0,0
2017-10-17,ASII.JK,0.0,0.0,0.0,1.4233264283997782e-05,0.0,0.0,0
2017-10-18,ASII.JK,0.0,0.0,0.0,1.0674948212998337e-05,0.0,0.0,0
2017-10-19,ASII.JK,0.0,0.0,0.0,8.006211159748752e-06,0.0,0.0,0
2017-10-20,ASII.JK,0.0,0.0,0.0,6.004658369811564e-06,0.0,0.0,0
2017-10-23,ASII.JK,0.0,0.0,0.0,4.503493777358673e-06,0.0,0.0,0
2017-10-24,ASII.JK,0.0,0.0,0.0,3.3776203330190045e-06,0.0,0.0,0
2017-10-25,ASII.JK,0.0,0.0,0.0,2.5332152497642536e-06,0.0,0.0,0
2017-10-26,ASII.JK,0.0,0.0,0.0,1.8999114373231902e-06,0.0,0.0,0
2017-10-27,ASII.JK,0.0,0.0,0.0,1.4249335779923925e-06,0.0,0.0,0
2017-10-30,ASII.JK,0.0,0.0,0.0,1.0687001834942945e-06,0.0,0.0,0
2017-10-31,ASII.JK,1.0,1.0,0.3333333333333333,0.2500008015251376,1.0,1.0,1
2017-11-01,ASII.JK,0.0,1.0,0.3333333333333333,0.1875006011438532,-0.14285714285714285,-1.0,0
2017-11-02,ASII.JK,0.0,1.0,0.3333333333333333,0.1406254508578899,-0.14285714285714285,0.0,0
2017-11-03,ASII.JK,0.0,0.0,0.0,0.10546908814341743,-0.14285714285714285,0.0,0
2017-11-06,ASII.JK,0.0,0.0,0.0,0.07910181610756307,-0.14285714285714285,0.0,0
2017-11-07,ASII.JK,0.0,0.0,0.0,0.05932636208067231,-0.14285714285714285,0.0,0
2017-11-08,ASII.JK,0.0,1.0,0.0,0.04449477156050423,-0.14285714285714285,0.0,0
2017-11-09,ASII.JK,-1.0,2.0,-0.3333333333333333,-0.21662892132962183,-1.1428571428571428,-1.0,-1
2017-11-10,ASII.JK,0.0,2.0,-0.3333333333333333,-0.16247169099721637,0.14285714285714285,1.0,0
2017-11-13,ASII.JK,0.0,1.0,-0.3333333333333333,-0.12185376824791228,0.14285714285714285,0.0,0
2017-11-14,ASII.JK,0.0,0.0,0.0,-0.0913903261859342,0.14285714285714285,0.0,0
2017-11-15,ASII.JK,0.0,0.0,0.0,-0.06854274463945065,0.14285714285714285,0.0,0
2017-11-16,ASII.JK,0.0,0.0,0.0,-0.051407058479587986,0.14285714285714285,0.0,0
2017-11-17,ASII.JK,0.0,0.0,0.0,-0.03855529385969099,0.14285714285714285,0.0,0
2017-11-20,ASII.JK,0.0,0.0,0.0,-0.028916470394768242,0.14285714285714285,0.0,0
2017-11-21,ASII.JK,1.0,1.0,0.3333333333333333,0.22831264720392383,1.0,1.0,1
2017-11-22,ASII.JK,0.0,1.0,0.3333333333333333,0.17123448540294287,-0.14285714285714285,-1.0,0
2017-11-23,ASII.JK,1.0,2.0,0.6666666666666666,0.37842586405220713,0.8571428571428572,1.0,1
2017-11-24,ASII.JK,0.0,1.0,0.3333333333333333,0.28381939803915535,-0.2857142857142857,-1.0,0
2017-11-27,ASII.JK,-1.0,2.0,0.0,-0.03713545147063349,-1.2857142857142856,-1.0,-1
2017-11-28,ASII.JK,0.0,5.0,-0.3333333333333333,-0.027851588602975118,-0.14285714285714285,1.0,0
2017-11-29,ASII.JK,0.0,5.0,-0.3333333333333333,-0.020888691452231337,-0.14285714285714285,0.0,0
2017-11-30,ASII.JK,-1.0,5.0,-0.3333333333333333,-0.2656665185891735,-1.1428571428571428,-1.0,-1
2017-12-01,ASII.JK,0.0,1.0,-0.3333333333333333,-0.19924988894188012,0.14285714285714285,1.0,0
2017-12-04,ASII.JK,0.0,1.0,-0.3333333333333333,-0.1494374167064101,0.14285714285714285,0.0,0
2017-12-05,ASII.JK,0.0,0.0,0.0,-0.11207806252980757,0.2857142857142857,0.0,0
2017-12-06,ASII.JK,0.0,0.0,0.0,-0.08405854689735567,0.2857142857142857,0.0,0
2017-12-07,ASII.JK,1.0,1.0,0.3333333333333333,0.18695608982698325,1.1428571428571428,1.0,1
2017-12-08,ASII.JK,0.0,1.0,0.3333333333333333,0.14021706737023742,0.0,-1.0,0
2017-12-11,ASII.JK,0.0,1.0,0.3333333333333333,0.10516280052767807,0.0,0.0,0
2017-12-12,ASII.JK,0.0,0.0,0.0,0.07887210039575855,-0.14285714285714285,0.0,0
2017-12-13,ASII.JK,0.0,0.0,0.0,0.05915407529681892,-0.14285714285714285,0.0,0
2017-12-14,ASII.JK,0.0,0.0,0.0,0.044365556472614184,-0.14285714285714285,0.0,0
2017-12-15,ASII.JK,0.0,0.0,0.0,0.033274167354460635,-0.14285714285714285,0.0,0
2017-12-18,ASII.JK,0.0,0.0,0.0,0.024955625515845476,-0.14285714285714285,0.0,0
2017-12-19,ASII.JK,0.0,0.0,0.0,0.018716719136884108,0.0,0.0,0
2017-12-20,ASII.JK,0.0,0.0,0.0,0.014037539352663081,0.0,0.0,0
2017-12-21,ASII.JK,0.0,0.0,0.0,0.01052815451449731,0.0,0.0,0
2017-12-22,ASII.JK,0.0,0.0,0.0,0.007896115885872983,0.0,0.0,0
2017-12-25,ASII.JK,-1.0,1.0,-0.3333333333333333,-0.24407791308559526,-1.0,-1.0,-1
2017-12-26,ASII.JK,0.0,1.0,-0.3333333333333333,-0.18305843481419645,0.14285714285714285,1.0,0
2017-12-27,ASII.JK,0.0,1.0,-0.3333333333333333,-0.13729382611064733,0.14285714285714285,0.0,0
2017-12-28,ASII.JK,0.0,0.0,0.0,-0.1029703695829855,0.14285714285714285,0.0,0
2017-12-29,ASII.JK,0.0,0.0,0.0,-0.07722777718723912,0.14285714285714285,0.0,0
2018-01-01,ASII.JK,0.0,0.0,0.0,-0.05792083289042935,0.14285714285714285,0.0,0
2018-01-02,ASII.JK,0.0,0.0,0.0,-0.04344062466782201,0.14285714285714285,0.0,0
2018-01-03,ASII.JK,0.0,0.0,0.0,-0.03258046850086651,0.14285714285714285,0.0,0
2018-01-04,ASII.JK,0.0,0.0,0.0,-0.02443535137564988,0.0,0.0,0
2018-01-05,ASII.JK,0.0,0.0,0.0,-0.01832651353173741,0.0,0.0,0
2018-01-08,ASII.JK,0.0,0.0,0.0,-0.013744885148803059,0.0,0.0,0
2018-01-09,ASII.JK,0.0,0.0,0.0,-0.010308663861602294,0.0,0.0,0
2018-01-10,ASII.JK,0.0,0.0,0.0,-0.007731497896201721,0.0,0.0,0
2018-01-11,ASII.JK,0.0,0.0,0.0,-0.005798623422151291,0.0,0.0,0
2018-01-12,ASII.JK,0.0,0.0,0.0,-0.004348967566613468,0.0,0.0,0
2018-01-15,ASII.JK,0.0,0.0,0.0,-0.0032617256749601013,0.0,0.0,0
2018-01-16,ASII.JK,0.0,0.0,0.0,-0.002446294256220076,0.0,0.0,0
2018-01-17,ASII.JK,0.0,0.0,0.0,-0.0018347206921650568,0.0,0.0,0
2018-01-18,ASII.JK,0.0,0.0,0.0,-0.0013760405191237926,0.0,0.0,0
2018-01-19,ASII.JK,0.0,0.0,0.0,-0.0010320303893428444,0.0,0.0,0
2018-01-22,ASII.JK,0.0,0.0,0.0,-0.0007740227920071333,0.0,0.0,0
2018-01-23,ASII.JK,0.0,0.0,0.0,-0.00058051709400535,0.0,0.0,0
2018-01-24,ASII.JK,0.0,0.0,0.0,-0.00043538782050401247,0.0,0.0,0
2018-01-25,ASII.JK,0.0,0.0,0.0,-0.0003265408653780093,0.0,0.0,0
2018-01-26,ASII.JK,0.0,1.0,0.0,-0.00024490564903350697,0.0,0.0,0
2018-01-29,ASII.JK,0.0,1.0,0.0,-0.00018367923677513022,0.0,0.0,0
2018-01-30,ASII.JK,0.0,1.0,0.0,-0.00013775942758134765,0.0,0.0,0
2018-01-31,ASII.JK,0.0,0.0,0.0,-0.00010331957068601074,0.0,0.0,0
2018-02-01,ASII.JK,0.0,0.0,0.0,-7.748967801450805e-05,0.0,0.0,0
2018-02-02,ASII.JK,0.0,0.0,0.0,-5.8117258510881036e-05,0.0,0.0,0
2018-02-05,ASII.JK,0.0,0.0,0.0,-4.3587943883160774e-05,0.0,0.0,0
2018-02-06,ASII.JK,0.0,0.0,0.0,-3.269095791237058e-05,0.0,0.0,0
2018-02-07,ASII.JK,-1.0,1.0,-0.3333333333333333,-0.2500245182184343,-1.0,-1.0,-1
2018-02-08,ASII.JK,0.0,1.0,-0.3333333333333333,-0.18751838866382572,0.14285714285714285,1.0,0
2018-02-09,ASII.JK,0.0,1.0,-0.3333333333333333,-0.1406387914978693,0.14285714285714285,0.0,0
2018-02-12,ASII.JK,-0.6666666666666666,3.0,-0.2222222222222222,-0.27214576029006865,-0.5238095238095237,-0.6666666666666666,-1
