epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.001,0,,,,,,,
0,,9,,333.95684814453125,,,,,
0,,19,,186.3179168701172,,,,,
0,,21,,,1041.27734375,0.16553929448127747,1065.0791015625,0.18220707774162292,771.1251831054688
0,,21,332.3723449707031,,,,,,
,0.001,22,,,,,,,
1,,29,,145.85556030273438,,,,,
1,,39,,132.59048461914062,,,,,
1,,43,,,574.7061157226562,0.09291190654039383,612.6890869140625,0.09870290756225586,510.287109375
1,,43,147.7071990966797,,,,,,
,0.001,44,,,,,,,
2,,49,,114.8155746459961,,,,,
2,,59,,107.0588150024414,,,,,
2,,65,,,441.02020263671875,0.07331470400094986,482.6368103027344,0.07712743431329727,409.034912109375
2,,65,101.15097045898438,,,,,,
,0.001,66,,,,,,,
3,,69,,76.47242736816406,,,,,
3,,79,,79.44874572753906,,,,,
3,,87,,,433.1221008300781,0.07250500470399857,474.68988037109375,0.0763150006532669,355.2712707519531
3,,87,79.18305206298828,,,,,,
,0.001,88,,,,,,,
4,,89,,70.12293243408203,,,,,
4,,99,,62.467979431152344,,,,,
4,,109,,61.03862380981445,,,,,
4,,109,,,459.9461364746094,0.07676221430301666,500.74859619140625,0.08100679516792297,348.25335693359375
4,,109,68.50338745117188,,,,,,
,0.001,110,,,,,,,
5,,119,,57.013214111328125,,,,,
5,,129,,64.11598205566406,,,,,
5,,131,,,490.6001892089844,0.0812155157327652,531.1367797851562,0.0858781710267067,349.9869689941406
5,,131,67.02918243408203,,,,,,
,0.001,132,,,,,,,
6,,139,,61.10235595703125,,,,,
6,,149,,66.72676849365234,,,,,
6,,153,,,488.2807922363281,0.08123130351305008,528.0317993164062,0.08593647927045822,364.1391906738281
6,,153,64.58564758300781,,,,,,
,0.001,154,,,,,,,
7,,159,,54.6142692565918,,,,,
7,,169,,52.989723205566406,,,,,
7,,175,,,451.8598327636719,0.07576042413711548,493.7046203613281,0.07990816235542297,330.1646728515625
7,,175,59.600868225097656,,,,,,
,0.001,176,,,,,,,
8,,179,,56.90693283081055,,,,,
8,,189,,59.35417556762695,,,,,
8,,197,,,496.1572570800781,0.08251246809959412,535.9874877929688,0.0873650312423706,373.16162109375
8,,197,57.89266586303711,,,,,,
,0.001,198,,,,,,,
9,,199,,50.5406379699707,,,,,
9,,209,,58.336669921875,,,,,
9,,219,,50.37351608276367,,,,,
9,,219,,,472.7086181640625,0.07911472022533417,514.1289672851562,0.08363070338964462,349.3209533691406
9,,219,55.65771484375,,,,,,
,0.001,220,,,,,,,
10,,229,,67.66035461425781,,,,,
10,,239,,55.46028518676758,,,,,
10,,241,,,447.6894836425781,0.07538194954395294,489.3031311035156,0.07953623682260513,334.1001892089844
10,,241,56.27791976928711,,,,,,
,0.001,242,,,,,,,
11,,249,,49.64004898071289,,,,,
11,,259,,54.168052673339844,,,,,
11,,263,,,460.48028564453125,0.07731021195650101,501.9753112792969,0.08165396749973297,350.5392761230469
11,,263,54.4750862121582,,,,,,
,0.001,264,,,,,,,
12,,269,,52.04412078857422,,,,,
12,,279,,56.20818328857422,,,,,
12,,285,,,454.3204650878906,0.07683705538511276,495.1536865234375,0.08120255172252655,350.6325988769531
12,,285,51.5057487487793,,,,,,
