epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0003,0,,,,,,,
0,,9,,471.07720947265625,,,,,
0,,19,,435.34228515625,,,,,
0,,25,,,765.44921875,0.10583994537591934,807.673583984375,0.11363106220960617,765.44921875
0,,25,530.0894165039062,,,,,,
,0.0003,26,,,,,,,
1,,29,,342.4485778808594,,,,,
1,,39,,311.6848449707031,,,,,
1,,49,,289.2700500488281,,,,,
1,,51,,,510.9721984863281,0.07185526937246323,561.391845703125,0.07561961561441422,510.9721984863281
1,,51,308.48114013671875,,,,,,
,0.0003,52,,,,,,,
2,,59,,242.87210083007812,,,,,
2,,69,,232.62454223632812,,,,,
2,,77,,,331.62579345703125,0.04694657027721405,386.9038391113281,0.047607798129320145,331.62579345703125
2,,77,256.53021240234375,,,,,,
,0.0003,78,,,,,,,
3,,79,,253.5915985107422,,,,,
3,,89,,195.67601013183594,,,,,
3,,99,,196.57421875,,,,,
3,,103,,,387.0166320800781,0.0541161447763443,434.353271484375,0.0563269704580307,387.0166320800781
3,,103,210.53233337402344,,,,,,
,0.0003,104,,,,,,,
4,,109,,159.0800323486328,,,,,
4,,119,,165.58364868164062,,,,,
4,,129,,171.3966522216797,,,,,
4,,129,,,357.7389831542969,0.049370765686035156,405.0564880371094,0.05100250616669655,357.7389831542969
4,,129,177.5078887939453,,,,,,
,0.0003,130,,,,,,,
5,,139,,164.41171264648438,,,,,
5,,149,,180.09109497070312,,,,,
5,,155,,,335.3624572753906,0.046507708728313446,382.78448486328125,0.04791382700204849,335.3624572753906
5,,155,164.4745330810547,,,,,,
,0.0003,156,,,,,,,
6,,159,,174.74063110351562,,,,,
6,,169,,157.95066833496094,,,,,
6,,179,,128.0474395751953,,,,,
6,,181,,,308.7686462402344,0.043094735592603683,357.36248779296875,0.043998729437589645,308.7686462402344
6,,181,155.66168212890625,,,,,,
,0.0003,182,,,,,,,
7,,189,,151.12608337402344,,,,,
7,,199,,168.8725128173828,,,,,
7,,207,,,322.5366516113281,0.044577065855264664,368.3941955566406,0.04592159017920494,322.5366516113281
7,,207,151.66261291503906,,,,,,
,0.0003,208,,,,,,,
8,,209,,122.96390533447266,,,,,
8,,219,,145.3539276123047,,,,,
8,,229,,160.68356323242188,,,,,
8,,233,,,340.1503601074219,0.046636730432510376,385.930419921875,0.04810330271720886,340.1503601074219
8,,233,140.02255249023438,,,,,,
,0.0003,234,,,,,,,
9,,239,,125.84547424316406,,,,,
9,,249,,120.7314682006836,,,,,
9,,259,,124.51326751708984,,,,,
9,,259,,,343.5537414550781,0.04715209826827049,386.40228271484375,0.04883834347128868,343.5537414550781
9,,259,137.1624298095703,,,,,,
,0.0003,260,,,,,,,
10,,269,,124.39665222167969,,,,,
10,,279,,160.4181671142578,,,,,
10,,285,,,328.57965087890625,0.04514328017830849,371.2853088378906,0.04664812609553337,328.57965087890625
10,,285,138.28033447265625,,,,,,
,0.0003,286,,,,,,,
11,,289,,156.46578979492188,,,,,
11,,299,,178.64781188964844,,,,,
11,,309,,142.67491149902344,,,,,
11,,311,,,316.7829895019531,0.044013816863298416,361.5343322753906,0.04541420936584473,316.7829895019531
11,,311,139.37033081054688,,,,,,
