date,ticker,Open,High,Low,Close,Adj Close,Volume
2019-07-30,BBRI.JK,4090.83837890625,4090.83837890625,4054.475341796875,4090.83837890625,2734.860595703125,75632686.0
2019-07-31,BBRI.JK,4090.83837890625,4099.92919921875,4045.384765625,4072.656982421875,2722.705810546875,116420070.0
2019-08-01,BBRI.JK,4081.74755859375,4099.92919921875,4009.021728515625,4045.384765625,2704.473876953125,157991988.0
2019-08-02,BBRI.JK,3999.930908203125,4063.566162109375,3990.840087890625,4045.384765625,2704.473876953125,131279017.0
2019-08-05,BBRI.JK,4009.021728515625,4018.1123046875,3881.751220703125,3881.751220703125,2595.079345703125,165923785.0
2019-08-06,BBRI.JK,3727.208251953125,3827.20654296875,3654.482421875,3727.208251953125,2491.762451171875,272405185.0
2019-08-07,BBRI.JK,3763.5712890625,3899.9326171875,3763.5712890625,3863.569580078125,2582.92431640625,161676832.0
2019-08-08,BBRI.JK,3863.569580078125,3927.204833984375,3863.569580078125,3899.9326171875,2607.23388671875,102671923.0
2019-08-09,BBRI.JK,3936.295654296875,3954.47705078125,3909.0234375,3936.295654296875,2631.54345703125,90719996.0
2019-08-12,BBRI.JK,3981.74951171875,3981.74951171875,3899.9326171875,3909.0234375,2613.311279296875,56163890.0
2019-08-13,BBRI.JK,3936.295654296875,3936.295654296875,3863.569580078125,3890.841796875,2601.15673828125,88148482.0
2019-08-14,BBRI.JK,3936.295654296875,3954.47705078125,3918.1142578125,3936.295654296875,2631.54345703125,102602292.0
2019-08-15,BBRI.JK,3827.20654296875,3890.841796875,3799.934326171875,3863.569580078125,2582.92431640625,126758709.0
2019-08-16,BBRI.JK,3863.569580078125,3872.660400390625,3818.115966796875,3827.20654296875,2558.614013671875,102969368.0
2019-08-19,BBRI.JK,3754.480712890625,3836.29736328125,3754.480712890625,3799.934326171875,2540.382080078125,66407047.0
2019-08-20,BBRI.JK,3799.934326171875,3818.115966796875,3718.11767578125,3727.208251953125,2491.762451171875,112883069.0
2019-08-21,BBRI.JK,3727.208251953125,3790.843505859375,3672.663818359375,3681.754638671875,2461.375,92826643.0
2019-08-22,BBRI.JK,3690.845458984375,3763.5712890625,3636.30078125,3699.93603515625,2473.530029296875,136489697.0
2019-08-23,BBRI.JK,3663.572998046875,3727.208251953125,3654.482421875,3709.02685546875,2479.607177734375,64061696.0
2019-08-26,BBRI.JK,3654.482421875,3699.93603515625,3636.30078125,3699.93603515625,2473.530029296875,71268030.0
2019-08-27,BBRI.JK,3754.480712890625,3827.20654296875,3709.02685546875,3818.115966796875,2552.536865234375,196025365.0
2019-08-28,BBRI.JK,3836.29736328125,3854.478759765625,3809.025146484375,3809.025146484375,2546.45947265625,109954819.0
2019-08-29,BBRI.JK,3836.29736328125,3836.29736328125,3781.7529296875,3818.115966796875,2552.536865234375,74831102.0
2019-08-30,BBRI.JK,3809.025146484375,3881.751220703125,3745.389892578125,3881.751220703125,2595.079345703125,119899980.0
2019-09-02,BBRI.JK,3881.751220703125,3890.841796875,3827.20654296875,3836.29736328125,2564.69189453125,75321490.0
2019-09-03,BBRI.JK,3799.934326171875,3881.751220703125,3754.480712890625,3772.662109375,2522.149169921875,83772936.0
