ticker,missing_date
UNVR.JK,2017-02-15
UNVR.JK,2017-03-28
UNVR.JK,2017-04-05
UNVR.JK,2017-04-14
UNVR.JK,2017-04-19
UNVR.JK,2017-04-24
UNVR.JK,2017-05-01
UNVR.JK,2017-05-11
UNVR.JK,2017-05-25
UNVR.JK,2017-06-01
UNVR.JK,2017-06-23
UNVR.JK,2017-06-26
UNVR.JK,2017-06-27
UNVR.JK,2017-06-28
UNVR.JK,2017-06-29
UNVR.JK,2017-06-30
UNVR.JK,2017-08-17
UNVR.JK,2017-09-01
UNVR.JK,2017-09-21
UNVR.JK,2017-12-01
UNVR.JK,2017-12-25
UNVR.JK,2017-12-26
UNVR.JK,2018-01-01
UNVR.JK,2018-02-16
UNVR.JK,2018-03-30
UNVR.JK,2018-04-16
UNVR.JK,2018-04-17
UNVR.JK,2018-04-19
UNVR.JK,2018-04-20
UNVR.JK,2018-04-25
UNVR.JK,2018-04-26
UNVR.JK,2018-04-27
UNVR.JK,2018-05-01
UNVR.JK,2018-05-10
UNVR.JK,2018-05-14
UNVR.JK,2018-05-29
UNVR.JK,2018-06-01
UNVR.JK,2018-06-11
UNVR.JK,2018-06-12
UNVR.JK,2018-06-13
UNVR.JK,2018-06-14
UNVR.JK,2018-06-15
UNVR.JK,2018-06-18
UNVR.JK,2018-06-19
UNVR.JK,2018-08-17
UNVR.JK,2018-08-22
UNVR.JK,2018-09-11
UNVR.JK,2018-11-20
UNVR.JK,2018-12-24
UNVR.JK,2018-12-25
UNVR.JK,2018-12-31
UNVR.JK,2019-01-01
UNVR.JK,2019-02-05
UNVR.JK,2019-03-07
UNVR.JK,2019-04-03
UNVR.JK,2019-04-17
UNVR.JK,2019-04-19
UNVR.JK,2019-05-01
UNVR.JK,2019-05-30
UNVR.JK,2019-06-03
UNVR.JK,2019-06-04
UNVR.JK,2019-06-05
UNVR.JK,2019-06-06
UNVR.JK,2019-06-07
UNVR.JK,2019-06-19
UNVR.JK,2019-12-24
UNVR.JK,2019-12-25
UNVR.JK,2019-12-31
UNVR.JK,2020-01-01
UNVR.JK,2020-03-13
UNVR.JK,2020-03-16
UNVR.JK,2020-03-25
UNVR.JK,2020-04-10
UNVR.JK,2020-05-01
UNVR.JK,2020-05-07
UNVR.JK,2020-05-21
UNVR.JK,2020-05-22
UNVR.JK,2020-05-25
UNVR.JK,2020-06-01
UNVR.JK,2020-07-31
UNVR.JK,2020-08-17
UNVR.JK,2020-08-20
UNVR.JK,2020-08-21
UNVR.JK,2020-10-28
UNVR.JK,2020-10-29
UNVR.JK,2020-10-30
UNVR.JK,2020-12-09
UNVR.JK,2020-12-24
UNVR.JK,2020-12-25
UNVR.JK,2020-12-31
UNVR.JK,2021-01-01
UNVR.JK,2021-02-12
UNVR.JK,2021-03-11
UNVR.JK,2021-04-02
UNVR.JK,2021-05-12
UNVR.JK,2021-05-13
UNVR.JK,2021-05-14
UNVR.JK,2021-05-26
UNVR.JK,2021-06-01
UNVR.JK,2021-07-20
UNVR.JK,2021-08-11
UNVR.JK,2021-08-17
UNVR.JK,2021-10-20
UNVR.JK,2021-12-31
UNVR.JK,2022-02-01
UNVR.JK,2022-02-28
UNVR.JK,2022-03-03
UNVR.JK,2022-04-15
UNVR.JK,2022-04-29
UNVR.JK,2022-05-02
UNVR.JK,2022-05-03
UNVR.JK,2022-05-04
UNVR.JK,2022-05-05
UNVR.JK,2022-05-06
UNVR.JK,2022-05-16
UNVR.JK,2022-05-26
UNVR.JK,2022-06-01
UNVR.JK,2022-08-17
UNVR.JK,2023-01-23
UNVR.JK,2023-03-22
UNVR.JK,2023-03-23
UNVR.JK,2023-04-07
UNVR.JK,2023-04-19
UNVR.JK,2023-04-20
UNVR.JK,2023-04-21
UNVR.JK,2023-04-24
UNVR.JK,2023-04-25
UNVR.JK,2023-05-01
UNVR.JK,2023-05-18
UNVR.JK,2023-05-24
UNVR.JK,2023-06-01
UNVR.JK,2023-06-02
UNVR.JK,2023-06-28
UNVR.JK,2023-06-29
UNVR.JK,2023-06-30
UNVR.JK,2023-07-19
UNVR.JK,2023-08-17
UNVR.JK,2023-09-28
UNVR.JK,2023-12-25
UNVR.JK,2023-12-26
UNVR.JK,2024-01-01
UNVR.JK,2024-02-08
UNVR.JK,2024-02-09
UNVR.JK,2024-02-14
UNVR.JK,2024-03-11
UNVR.JK,2024-03-12
UNVR.JK,2024-03-29
UNVR.JK,2024-04-08
UNVR.JK,2024-04-09
UNVR.JK,2024-04-10
UNVR.JK,2024-04-11
UNVR.JK,2024-04-12
UNVR.JK,2024-04-15
UNVR.JK,2024-05-01
UNVR.JK,2024-05-09
UNVR.JK,2024-05-10
UNVR.JK,2024-05-23
UNVR.JK,2024-05-24
UNVR.JK,2024-06-17
UNVR.JK,2024-06-18
UNVR.JK,2024-09-16
UNVR.JK,2024-11-27
UNVR.JK,2024-12-25
UNVR.JK,2024-12-26
UNVR.JK,2024-12-31
UNVR.JK,2025-01-01
UNVR.JK,2025-01-27
UNVR.JK,2025-01-28
UNVR.JK,2025-01-29
UNVR.JK,2025-03-28
UNVR.JK,2025-03-31
UNVR.JK,2025-04-01
UNVR.JK,2025-04-02
UNVR.JK,2025-04-03
UNVR.JK,2025-04-04
UNVR.JK,2025-04-07
UNVR.JK,2025-04-18
UNVR.JK,2025-05-01
UNVR.JK,2025-05-12
UNVR.JK,2025-05-13
UNVR.JK,2025-05-29
UNVR.JK,2025-05-30
UNVR.JK,2025-06-06
UNVR.JK,2025-06-09
UNVR.JK,2025-06-27
UNVR.JK,2025-08-18
UNVR.JK,2025-09-05
