ticker,date,close,volume,log_return_1d,vol_20,rsi_14,ma_5_div_ma_20,bb_width_20,gap_return_1d,intraday_range_pct
ASII.JK,2017-01-31,7950.0,22016600.0,0.006309169193264756,0.012306598869981185,45.94594594594595,0.9962756052129159,0.04216750738612707,0.006309169193264756,0.012578616352185436
ASII.JK,2017-02-01,8050.0,20593800.0,0.012500162764231468,0.011402022154419796,56.75675675675676,0.9947254111064291,0.041670874882028267,0.006269613013595395,0.015527950310539718
ASII.JK,2017-02-02,8100.0,19035500.0,0.00619197024792098,0.010929301331919904,55.55555555555556,0.9955003878963593,0.04124214545228851,-0.003110422414392391,0.012345679012330437
ASII.JK,2017-02-03,8100.0,20891200.0,0.0,0.010829133066863514,57.142857142857146,0.9959639863384092,0.039250082151902406,0.0030816665374081144,0.012345679012330437
ASII.JK,2017-02-06,8125.0,18280300.0,0.0030816665374081144,0.01083858541405191,54.54545454545455,1.0017078093451306,0.03854127647638479,0.009216655104924048,0.01230769230767716
ASII.JK,2017-02-07,8125.0,14697600.0,0.0,0.010738190748631079,50.0,1.0065237651432042,0.03558327695124841,0.003072199036970059,0.00923076923075787
ASII.JK,2017-02-08,8050.0,21574700.0,-0.009273636785329215,0.009774380884958094,43.75,1.0063674483602965,0.035480567017821624,0.003072199036970059,0.015527950310539718
ASII.JK,2017-02-09,8075.0,30856800.0,0.0031007776782481854,0.009320368289172485,55.55555555555556,1.0048099301771856,0.03243724403005291,0.0,0.012383900928777234
ASII.JK,2017-02-10,8050.0,26024600.0,-0.003100777678248271,0.009139409413420159,51.85185185185185,1.003257328988983,0.03177074378677507,-0.003100777678248271,0.00931677018632383
ASII.JK,2017-02-13,8100.0,20576800.0,0.00619197024792098,0.009192212549051736,53.57142857142857,1.0018598884054535,0.0304782320878522,0.0,0.015432098765413047
ASII.JK,2017-02-14,8075.0,23611200.0,-0.003091192569672858,0.008999968943358538,48.14814814814815,1.0004649000452497,0.0304403098074766,0.0,0.009287925696582926
ASII.JK,2017-02-16,8100.0,38036600.0,0.0030911925696728796,0.008773616006022774,51.85185185185185,1.0018598884054535,0.029942544798310933,0.0030911925696728796,0.012345679012330437
ASII.JK,2017-02-17,7900.0,53666200.0,-0.02500130220541727,0.010336750311665225,38.23529411764706,0.9990686122309853,0.03344391221571466,-0.01555241300748477,0.018987341772127863
ASII.JK,2017-02-20,7950.0,13073400.0,0.006309169193264756,0.009655677548974785,53.57142857142857,0.9968944099366498,0.034903819065112904,0.0,0.012578616352185436
ASII.JK,2017-02-21,7925.0,30564700.0,-0.00314960890289622,0.009640098682874118,48.14814814814815,0.9931634555612266,0.037529354522446656,0.0,0.009463722397464399
ASII.JK,2017-02-22,7975.0,23042300.0,0.006289328907563918,0.009730744412910502,43.99999999999999,0.9911394372753103,0.038335257209983396,0.006289328907563918,0.012539184952962334
ASII.JK,2017-02-23,8050.0,15700700.0,0.009360442759563672,0.009869681412544806,46.15384615384615,0.9902037008229013,0.037747800433814295,-0.0031397200046677527,0.015527950310539718
ASII.JK,2017-02-24,8125.0,26949200.0,0.009273636785329253,0.010071476909258173,51.72413793103448,0.9954919944026172,0.03875758069088052,-0.006230549750636086,0.02153846153843503
ASII.JK,2017-02-27,8025.0,21673600.0,-0.012384059199721666,0.010434371920965675,43.75,0.9978227060640774,0.038188159611833104,0.003072199036970059,0.015576323987519531
ASII.JK,2017-02-28,8200.0,93601900.0,0.021572485254127763,0.009851054232507562,53.84615384615384,1.0027941633020767,0.03862470892013413,0.012384059199721622,0.03658536585361392
ASII.JK,2017-03-01,8325.0,38356600.0,0.0151288815963,0.010249872651709931,63.41463414634146,1.0091373702945527,0.04709698698150762,0.003044142381228052,0.02102102102099577
ASII.JK,2017-03-02,8475.0,62638300.0,0.01785761740000647,0.010594561938285929,67.3913043478261,1.01699104108617,0.06465850597006885,0.008968669982760316,0.020648967551598053
ASII.JK,2017-03-03,8400.0,19648000.0,-0.00888894741724604,0.010856820436645416,64.58333333333333,1.0218933086635562,0.07292655156310557,0.0029455102297567446,0.02083333333330853
ASII.JK,2017-03-06,8550.0,47114500.0,0.017699577099400857,0.011408174667657414,67.3076923076923,1.0319803198019286,0.087486196337428,0.0059347355198145265,0.017543859649102288
ASII.JK,2017-03-07,8500.0,40699100.0,-0.005865119452398134,0.011566867451226098,66.0377358490566,1.0369688602533678,0.09625652370515474,0.002919710103334846,0.008823529411754325
ASII.JK,2017-03-08,8400.0,19314600.0,-0.011834457647002796,0.01198355295371055,60.714285714285715,1.0370597243478872,0.09988532350263274,0.005865119452398058,0.023809523809495463
ASII.JK,2017-03-09,8250.0,15842000.0,-0.018018505502678365,0.012549808138240488,62.96296296296296,1.030284490668669,0.09931977885361441,-0.018018505502678365,0.015151515151496785
ASII.JK,2017-03-10,8150.0,14405300.0,-0.012195273093818243,0.012891052816802973,57.142857142857146,1.023696682463203,0.09868362853534822,0.00302572091653689,0.021472392638010464
ASII.JK,2017-03-13,8250.0,20977300.0,0.012195273093818206,0.013120244961352594,61.01694915254238,1.0151168117257412,0.09776300980152033,0.003062789530545731,0.009090909090898072
ASII.JK,2017-03-14,8200.0,21438000.0,-0.006079046076382226,0.013162697646740712,57.62711864406779,1.0071722875006779,0.09720429046989201,0.0,0.012195121951204639
ASII.JK,2017-03-15,8175.0,16327000.0,-0.003053437486890343,0.013162141061884217,54.385964912280706,1.0010675613835582,0.09625377230634735,0.003044142381228052,0.01223241590212571
ASII.JK,2017-03-16,8575.0,56153700.0,0.047770276268686594,0.01687296132084469,62.85714285714286,1.0060827250596032,0.10364897370512116,0.009132483563272474,0.03790087463552431
ASII.JK,2017-03-17,8475.0,54184000.0,-0.011730339785489605,0.015956094934851638,62.85714285714286,1.0104561297153987,0.10000596926135631,0.0029112102074585343,0.04424778761056725
ASII.JK,2017-03-20,8500.0,17509900.0,0.0029455102297567446,0.01594279149065374,59.375,1.0131400090608509,0.09709637832412196,0.0029455102297567446,0.02941176470584775
ASII.JK,2017-03-21,8475.0,28519700.0,-0.002945510229756803,0.015938480444602908,55.0,1.0164082492837374,0.09031218681645412,0.005865119452398058,0.014749262536855752
ASII.JK,2017-03-22,8400.0,47467800.0,-0.00888894741724604,0.016151340905602468,47.368421052631575,1.0192192192179947,0.08248841564232261,-0.005917177028088507,0.014880952380934663
